track_id,song_id,artist_id,artist_name,song_title,genre,song_1,song_2,song_3,centered_song_1,centered_song_2,centered_song_3,corr_song_1,corr_song_2,corr_song_3,cos_song_1,cos_song_2,cos_song_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cos_1,tfidf_cos_2,tfidf_cos_3
TRFUJLG128F4255312,SOELKTY12A8C135CCC,ARN0YZ71187B9BA57B,Michael Bublé,Stuck In The Middle With You (Non-Album Track),jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rotten Apple Pie,Hot Sex,I'm,Rotten Apple Pie,Hot Sex,I'm,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Feva Las Vegas,Stuck In The Middle,Feva Las Vegas,When I Die,When I Die,G Up,Stuck In The Middle,When I Die,Stuck In The Middle,G Up
TRQPMHA128E078B979,SOSHDEL12A6701F300,ARN0YZ71187B9BA57B,Michael Bublé,You'll Never Find Another Love Like Mine (Album Version),jazz,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Interlude 5,I'm A Winner (Amended Album Version),My Darling,When She's Gone,You Are My Destiny,Falling Star,When She's Gone,Falling Star,You Are My Destiny,Kozmic Blues,Interlude 5,Love Is Strange,Love Is Strange,Kozmic Blues,Some Of Your Lovin',Love Is Strange,Some Of Your Lovin',Lotta Lovin',Love Is Strange,Some Of Your Lovin',Lotta Lovin'
TRZPSAF128F9349767,SOLOQYJ12AB0188A53,AR20CFC1187B98A25D,Ray Charles,Kiss me baby,jazz,Hold Me Down (Album Version),Interlude 5,That's What You Told Me,Hold Me Down (Album Version),That's What You Told Me,Interlude 5,All Night Long,I'm Looking For A Woman,Late Last Night,All Night Long,I'm Looking For A Woman,Late Last Night,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),So Ghetto,Interlude 5,Sit Right Here,How Long Can A Man Be Strong,Don't You Know,Don't You Know,Sit Right Here,I'm Looking For A Woman,Don't You Know,Sit Right Here,I'm Looking For A Woman
TRAEPAC12903CE5DC8,SOELRRQ12AB0188C34,AR20CFC1187B98A25D,Ray Charles,Let's Go,jazz,Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),Play With Fire,You Don't Know Me,You Don't Know Me,Play With Fire,You Don't Know Me,You Don't Know Me,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,My Darling,Beat Again,Ain't No Stopping Us Now,Run The Show,Don't Let Me In,If You Really Love Me,Police The Nation,Don't Let Me In,If You Really Love Me,Beat Again
TRMJMVW12903CD44F4,SOZKIGX12D021902C2,AR20CFC1187B98A25D,Ray Charles,Moon Over Miami,jazz,Interlude 5,It's A Party,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,It's A Party,We Gonna Rock,Charmed Life,Heart of a Dragon,Lullaby Of Birdland,Charmed Life,Heart of a Dragon,Lullaby Of Birdland,Weak Become Heroes,How High The Moon,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),How High The Moon,Weak Become Heroes,Russian Lullaby,How High The Moon,Russian Lullaby,The Gift,How High The Moon,Russian Lullaby,Paper Moon
TRBXTYM128F930793B,SOAAYTO12D021B0A4B,AREIN101187FB5A5FA,Nat King Cole,Hit That Jive Jack,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Sex,Around The Way [Explicit Album Version],The Worst,Sex,Around The Way [Explicit Album Version],The Worst,Do The Bartman,She Ain't Afraid,Get It How You Live  (Explicit Chopped & Screwed Version),Shake 'Em On Down,Indian Dance,Do The Bartman,Shake,Big Fat Mama Blues,Shake 'Em On Down,Shake,Indian Dance,Big Fat Mama Blues
TRFORZM12903CDF88C,SODTNSX12D021979B9,AREIN101187FB5A5FA,Nat King Cole,The Christmas Song,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Man In The Mirror,The Christmas Song,Just To Get A Rep,Close My Eyes,The Christmas Song,Just To Get A Rep,Close My Eyes,Interlude 5,The Christmas Song,Close My Eyes,The Christmas Song,Interlude 5,Close My Eyes,The Christmas Song,The Colliers,Tell Me Something I Don't Know,The Christmas Song,The Colliers,Tell Me Something I Don't Know
TREMJFY12903CF1630,SOMTUNZ12D021B236A,AREIN101187FB5A5FA,Nat King Cole,Too Young,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Indy 500,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Indy 500,We Are The Young,We Are All In This Together,Save The Humans,We Are The Young,We Are All In This Together,Save The Humans,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Hourglass,It's You,Nothing Lasts Forever,Beg For Mercy,It's You,To Be Young_ Gifted And Black (LP Version),My Finest Hour,It's You,To Be Young_ Gifted And Black (LP Version),My Finest Hour
TRKBPHV128F92E3B2D,SOBHTSP12D021B0A27,AREIN101187FB5A5FA,Nat King Cole,Unforgettable,jazz,Interlude 5,Man In The Mirror,Otha Fish,Interlude 5,Man In The Mirror,Otha Fish,Clockwork,The Windmills Of Your Mind,That's All (Album Version),Clockwork,The Windmills Of Your Mind,Another Side Of You,Interlude 5,My Darling,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Traveling Song,It's Not Easy,You Give Good Love,Just Because,The Very Thought Of You,You Give Good Love,Just Because,The Very Thought Of You,You Give Good Love
TRHYGVQ12903D046A9,SOEPFCI12AC46877AA,AREIN101187FB5A5FA,Nat King Cole,Autumn Leaves,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,The Awakening,Meditation,Into The Light,The Awakening,Meditation,Firewater,My Darling,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Last Transmission,Back Then,Ballad In Plain D,Stay Gold,Evening's Fall,Seasons,Stay Gold,Evening's Fall,All In My Head
TRWIGSY128F92FE6B6,SOHZWJK12AB017DCF8,AREIN101187FB5A5FA,Nat King Cole,Love Is A Many Splendored Thing,jazz,Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Man In The Mirror,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),That's The Way Love Is,The Rose,Somewhere In My Heart,The Rose,That's The Way Love Is,Somewhere In My Heart,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Curse,Closer To You,Luv Me Up,One Last Kiss,Time To Make You Mine,Lover,Humdinger,For You,Lover,For You,Holding On To Love
TRHEGPE128F9311A85,SOHHACX12AB0181443,AREIN101187FB5A5FA,Nat King Cole,Smoke Gets in Your Eyes,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),Smoke Gets In Your Eyes,I Love Fucking Up,I Love You Honey,Smoke Gets In Your Eyes,I Love Fucking Up,I Love You Honey,Smoke Gets In Your Eyes,Interlude 5,My Darling,Smoke Gets In Your Eyes,Blowin' Smoke,This Island,Smoke Gets In Your Eyes,Find My Way Back To My Heart,It's A Laugh,Smoke Gets In Your Eyes,Find My Way Back To My Heart,I've Gotta See You Smile
TRWZCIQ12903C97881,SOKLXSK12A58A7C3DA,AREIN101187FB5A5FA,Nat King Cole,If You Can't Smile And Say Yes,jazz,Interlude 5,Don't You Say No,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Don't You Say No,My Darling,Don't You Say No,Don't Say Goodbye,Rap Promoter,Don't You Say No,Don't Say Goodbye,Rap Promoter,Interlude 5,Hair,Love Was Here,Cry Baby,Love Was Here,Hair,Cry Baby,Golden Day,G Up,Cry Baby,G Up,Every Night About This Time
TREENNZ128F145B67D,SOALXFE12A6D4F78B0,AREIN101187FB5A5FA,Nat King Cole,She's Funny That Way,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),My Darling,I Don't Love You Much Do I (2007 Remastered LP Version),I Changed My Mind,Club Megamix,I Don't Love You Much Do I (2007 Remastered LP Version),I Changed My Mind,Club Megamix,Your Eyes,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Your Eyes,What You Do To Me,One Kiss From Heaven,What You Do To Me,Miss It So Much,Your Eyes,What You Do To Me,Your Eyes,Never Too Much
TRVUYIL128F4275FAD,SOCKFLV12A8C133605,AREIN101187FB5A5FA,Nat King Cole,The Ruby And The Pearl (2003 Digital Remaster),jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Expansion Team Theme,Interlude 5,Expansion Team Theme,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Expansion Team Theme,Phaeton,Into The Light,Expansion Team Theme,Phaeton,Into The Light,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Love Me Warm And Tender,Warm Bed,Love Me Warm And Tender,Warm Bed,Summertime,Love Me Warm And Tender,Nighttime Birds,Summertime,Love Me Warm And Tender,Nighttime Birds,Summertime
TRHOXSK128F145C9F9,SOLCRAY12A6D4F6095,AREIN101187FB5A5FA,Nat King Cole,The Very Thought Of You,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),New Town,Amazed,Boxcutter Rap,Famous Blue Raincoat,Amazed,Boxcutter Rap,Famous Blue Raincoat,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Hourglass,We're Going To Live For A Very Long Time (2006 Digital Remaster),A Moment Isn't Very Long,Caruso,A Moment Isn't Very Long,Unforgettable,Meditation,A Moment Isn't Very Long,Meditation,Unforgettable
TRETXLU12903CD5688,SOIMSGC12D02198A5A,ARRL2QH1187B9AC814,Bing Crosby,Rudolph The Red-Nosed Reindeer,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Rudolph The Red Nosed Reindeer,All About U,Yours (Live),Rudolph The Red Nosed Reindeer,All About U,Yours (Live),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,The Hourglass,Rudolph The Red Nosed Reindeer,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Red Red Wine (Edit),Rudolph The Red Nosed Reindeer,Reeperbahn,He's Frank,Rudolph The Red Nosed Reindeer,Reeperbahn,Red Beans & Rice
TRORBTM128F93368FB,SOBEALQ12AB017EC86,ARBJ22B1187B9AD31C,Norah Jones,December,jazz,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,When I Fall In Love,When I Get Old,All The Woman (Recorded Live In London '99),When I Fall In Love,When I Get Old,All The Woman (Recorded Live In London '99),Take Me Home,Closer To You,Baby Girl,Take Me Home,Wintertime,Don't Need The Sun To Shine (To Make Me Smile),May It Be,Words of Tranquility,I Wish You Love,May It Be,I Wish You Love,Words of Tranquility
TRFCNIJ128F423F32E,SOTBYQW12A6D4FE74B,ARBJ22B1187B9AD31C,Norah Jones,Don't Know Why (Live),jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I Mean (I Don't Mean It),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Mean (I Don't Mean It),Everytime I...,I Don't Know Why I Love You,Random I Am (Album Version),Freezin In The Cold,I Don't Know Why I Love You,Random I Am (Album Version),Freezin In The Cold,Otha Fish,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Otha Fish,Tell You Something (Nana's Reprise),Cars,Buzz Me,Phantom,Cars,Buzz Me,Phantom,Otha Fish
TRYNZAL128F1464B5A,SOPHSDC12B0B8081BB,ARBJ22B1187B9AD31C,Norah Jones,Humble Me,jazz,Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),Interlude 5,I'm A Winner (Amended Album Version),Hold Me Down (Album Version),All About You,All Of Me,Knew It All Along (Acoustic),All About You,All Of Me,Othello,8 Mile,Kickin' It With Your Girlfriend,Interlude 5,Kickin' It With Your Girlfriend,Louise,The Joke,Last Fair Deal Gone Down,Saturday Evening Blues,Don't You Know,Saturday Evening Blues,Old Smyrna Road,Don't You Know
TRNGOHS128E0781235,SOOVFTG12AF72A4B85,ARBJ22B1187B9AD31C,Norah Jones,I've Got To See You Again,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,Sadness On My Back,I'll Never Love Again,Everytime I...,Sadness On My Back,I'll Never Love Again,Everytime I...,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Curse,Mainstream,Help Me Find A Way To Your Heart,Fire and Heights,Curse,Killing,Better Days,Let's Get Ugly (Album),Killing,Better Days,Down And Dirty
TRPPHPQ128F4258FFC,SOOEHBK12A8AE479F1,ARBJ22B1187B9AD31C,Norah Jones,Sinkin' Soon (iTunes Live Session),jazz,Interlude 5,We Gonna Rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),We Gonna Rock,Interlude 5,Hot N Cold (Innerpartysystem Main),Static Age,Good Times,We Are Detective,Good Times,Static Age,We Are Detective,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,She's Gonna Break Soon (Radio Edit) (w/o Horns),She's Gonna Break Soon (Radio Edit) (w/o Horns),Trilogy,Soon You'll Understand,You're A Zombie,She's Gonna Break Soon (Radio Edit) (w/o Horns),The Lounge,You're A Zombie,She's Gonna Break Soon (Radio Edit) (w/o Horns),Bar Fight
TRSSOKM128F1464B5C,SOQJPKL12A6D4F7D49,ARBJ22B1187B9AD31C,Norah Jones,The Long Way Home,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,Everytime I...,Runaway,Broken Vow (Album Version),Runaway,Everytime I...,Breakin Me,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Trife Life,You Sure Love To Ball,Love Don't Love You (LP Version),Put Your Hands Together,Love Don't Love You (LP Version),You Sure Love To Ball,One More Day,Love Don't Love You (LP Version),You Sure Love To Ball,One More Day
TRKMCAV128E0782298,SOGMFQZ12A6310EF6C,ARBJ22B1187B9AD31C,Norah Jones,Those Sweet Words,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Get Sick Soon,Call Me (Clean Version),Revenge,Call Me (Clean Version),Baby Phife's Return,Get Sick Soon,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Snoopafella (Edited),The Magnificent Seven,I Know You Got Soul,Sleigh Ride,Sweet Inspiration,Singing Softly To Me,The Chosen Ones,Sweet Inspiration,Singing Softly To Me,The Chosen Ones
TRBQFLA128F423F329,SODUTPQ12A6D4FE737,ARBJ22B1187B9AD31C,Norah Jones,Wish I Could (Live),jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Keep Moving,Masquerade,Clearer Now,Keep Moving,Clearer Now,Masquerade,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,Interlude 5,Passin' Me By,Mr Rock & Roll,Mortal City,Swimmer,Mr Rock & Roll,Passin' Me By,Passin' Me By,Mr Rock & Roll,Swimmer
TRCLZPO128F427CD3A,SOMMQAC12CF5F86E67,ARBJ22B1187B9AD31C,Norah Jones,My Dear Country,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Splurge,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Car Song,Book Of Life,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Car Song,Dead Homiez,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Curse,Interlude 5,Silence,Curse,Guilty,Silence,Dragonfly (Album),Guilty,Silence,Let's Kiss and Make Up
TRWAPCT128F1494611,SONBELN12AB0184D8F,ARIFGKC1187B9B04D5,Dean Martin,I Love The Way You Say Goodnight,jazz,Interlude 5,I'm A Winner (Amended Album Version),I Want You,I'm A Winner (Amended Album Version),Interlude 5,I Want You,The Way You Move,Dimples,Para-noir,The Way You Move,Dimples,Para-noir,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Hair,Man In The Mirror,Hair,Interlude 5,It's a Pity to Say Goodnight,Cousin Dupree,It's Never Too Late,It's a Pity to Say Goodnight,Cousin Dupree,It's Never Too Late
TRNBZVW128F92EE688,SOANWBV12AB0184B24,ARIFGKC1187B9B04D5,Dean Martin,White Christmas,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),8 Mile,I'm A Winner (Amended Album Version),When Will I See Your Face Again,When I Lay My Burden Down,At The End Of The Sky,When Will I See Your Face Again,At The End Of The Sky,When I Lay My Burden Down,Yakamonéyé,Sans Rémission,Panam All Star,Yakamonéyé,Sans Rémission,L'Amour Du Risque,Sur Le Fil,Le Rêve Des Filles,Thérapie De Groupe,Sur Le Fil,Le Rêve Des Filles,Thérapie De Groupe
TRHZOEX128F93588AB,SOEXXLQ12A58A7A0CD,ARIFGKC1187B9B04D5,Dean Martin,Memories Are Made Of This,jazz,One of Us,Interlude 5,One Tribe,One of Us,Interlude 5,One Tribe,Highlight Of My Life,Conviction Of The Heart,Requiem for a Soldier (Band of Brothers),Highlight Of My Life,Conviction Of The Heart,Requiem for a Soldier (Band of Brothers),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Manhattan,Interlude 5,Back Then,Manhattan,One Man Drinking Games,Back Then,Fell in Love Without You (Cd),I Can't Stand the Rain,Back Then,Fell in Love Without You (Cd),I Can't Stand the Rain
TREOPOB128F427CD42,SOBWFAI12D021B3991,ARBJ22B1187B9AD31C,Norah Jones,Little Room,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Flow On (Move Me No Mountain),My Elusive Dreams,Kinky Sex Makes the World Go 'Round,Flow On (Move Me No Mountain),Kinky Sex Makes the World Go 'Round,My Elusive Dreams,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Mortal City,Interlude 5,Disgusted,Mortal City,Disgusted,The Hunter,New York Mining Disaster 1941,Disgusted,The Hunter,Academy Fight Song
TRELLQK128F147AD94,SOPTTXR12A58A782BB,ARO7DTP1187B9A1D2B,The Puppini Sisters,Bei Mir Bist Du Schön,jazz,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Interlude 5,I'm A Winner (Amended Album Version),My Darling,Tell Me (Acoustic),When You Say You Love Me (Album Version),Like The Sun,Tell Me (Acoustic),When You Say You Love Me (Album Version),Like The Sun,Interlude 5,Mein Testament,Du hast geguckt,Du hast geguckt,Es geht mir gut,Trösten,Elefanter,Lieber einen paffen,Es geht mir gut,Elefanter,Lieber einen paffen,Es geht mir gut
TRMOHUN128F424DEE6,SOCIAUG12A8C130F7F,ARO7DTP1187B9A1D2B,The Puppini Sisters,Don't Sit Under The Apple Tree,jazz,Hold Me Down (Album Version),Interlude 5,Splurge,Hold Me Down (Album Version),Splurge,Interlude 5,(You Were Made) Especially For Me,I Don't Want To Hang Out With Me (LP Version),Don't You Ever,(You Were Made) Especially For Me,I Don't Want To Hang Out With Me (LP Version),Don't You Ever,(You Were Made) Especially For Me,Where Does The Time Go?,Anyone Who Knows What Love Is (Will Understand),(You Were Made) Especially For Me,Where Does The Time Go?,Anyone Who Knows What Love Is (Will Understand),(You Were Made) Especially For Me,Anyone Who Knows What Love Is (Will Understand),In Love In Vain,(You Were Made) Especially For Me,Anyone Who Knows What Love Is (Will Understand),In Love In Vain
TRSPEPD128F147AD9A,SOCFSHN12A6D4F73B2,ARO7DTP1187B9A1D2B,The Puppini Sisters,Falling In Love Again,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Falling In Love Again,When I Fall In Love,Lovebite,Falling In Love Again,When I Fall In Love,Lovebite,Falling In Love Again,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,Falling In Love Again,If I Had,Never Gonna Fall,Falling In Love Again,I'm So Glad,Never Gonna Fall,Falling In Love Again,Never Gonna Fall,Taking A Chance On Love
TRAQUUU128F147A689,SOEYNMS12A6D4F7BC8,ARO7DTP1187B9A1D2B,The Puppini Sisters,Heebie Jeebies,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Mean (I Don't Mean It),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I Want You,In the Journey,Lovesick Blues,I Don't Want To Talk About It,In the Journey,Lovesick Blues,I Don't Want To Talk About It,Interlude 5,Do The Bartman,The Dance,I Wanna Dance With You,Do The Bartman,Your Song,Shall We Dance,I Wanna Dance With You,Dance Me,I Wanna Dance With You,Shall We Dance,Dance Me
TREIANS128F147AD97,SOLJYMK12A6D4F73B0,ARO7DTP1187B9A1D2B,The Puppini Sisters,I Will Survive,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Overcome,Everytime I...,I Still Love You,Overcome,Everytime I...,I Still Love You,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Illest Brother,Interlude 5,The Illest Brother,Overcome,She Thinks,Forever Ain't That Long Anymore,I Won't Love You Anymore (Sorry),She Thinks,Forever Ain't That Long Anymore,The Illest Brother
TRPWTNZ128F147AD9F,SOOTOZG12A6D4F73B5,ARO7DTP1187B9A1D2B,The Puppini Sisters,In The Mood,jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),I'm A Winner (Amended Album Version),Pack The Pipe,Keep Moving,I Was There When It Happened,Pack The Pipe,Keep Moving,I Was There When It Happened,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Vapors,That's What You Told Me,Shock Dat Monkey,Don't Mess With My Man (Extended),The Cobbler,Who Is He? (And What Is He To You?),I Call Him Love,The Cobbler,Who Is He? (And What Is He To You?),Skid row Joe
TRNDNKN12903CC8A4C,SOQIBZY12AB018A208,ARIFGKC1187B9B04D5,Dean Martin,Kiss,jazz,Interlude 5,I'm A Winner (Amended Album Version),B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Interlude 5,I'm A Winner (Amended Album Version),I Want You,Memorial Day,You Never Knew,4 Seasons Of Loneliness,You Never Knew,Memorial Day,4 Seasons Of Loneliness,Interlude 5,Kickin' It With Your Girlfriend,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Kickin' It With Your Girlfriend,Interlude 5,Jim,La Prima Volta (First Time Ever I Saw Your Face),Kickin' It With Your Girlfriend,Electric Lady,La Prima Volta (First Time Ever I Saw Your Face),Kickin' It With Your Girlfriend,Electric Lady
TRJALGV12903D0447E,SOOCHTW12AC468DF40,ARIFGKC1187B9B04D5,Dean Martin,Let Me Go Lover,jazz,Hold Me Down (Album Version),That's What You Told Me,Interlude 5,Hold Me Down (Album Version),That's What You Told Me,Interlude 5,Let Me Be Me,Peel Me A Grape,He Loves Me (Lyzel In E Flat),Let Me Be Me,Peel Me A Grape,He Loves Me (Lyzel In E Flat),Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),The Lover In Me,The Lover In Me,Cupid/I've Loved You For A Long Time (Remastered Single Version),Clone Your Lover,Clone Your Lover,The Climbing Rose,My Only Lover,Clone Your Lover,The Climbing Rose,My Only Lover
TRPQFJA128F145AC60,SOLLBAY12AF72A5F48,ARIFGKC1187B9B04D5,Dean Martin,On An Evening In Roma (Sott'er Celo De Roma),jazz,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Interlude 5,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Otha Fish,Paint or Pollen,Vita Mia,Never Touch That Switch (Dark Horse Dub Mix),Paint or Pollen,Vita Mia,Never Touch That Switch (Dark Horse Dub Mix),Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,E Chiove,Sinan Capudan Pascià,Istruzioni Per L'(Ill)uso,L'uomo vivo (inno al gioia),Canto La Vita,Libero liberi libera,Una Canzone Arresa,Canto La Vita,Libero liberi libera,Una Canzone Arresa
TRHBSKB128E07924CB,SOOEYBB12D021B0EAA,ARDCFNZ1187FB3DDB0,Enrique Iglesias,No Puedo Mas Sin Ti (I'm Your Man),latin,Dale tiempo al rumor,Desde Que No Estas,Al Natural (Amended Version),Dale tiempo al rumor,Desde Que No Estas,Al Natural (Amended Version),Desde Que No Estas,Precisamente Ahora,Algo Mas,Desde Que No Estas,Precisamente Ahora,Algo Mas,Dale tiempo al rumor,Cantando,Entra,Dale tiempo al rumor,Cantando,Entra,Y Aqui Estoy,Amame,Te Extrano,Y Aqui Estoy,Amame,Te Extrano
TRBSLQC128F9333C5D,SOIOBWT12A8C14075B,AR6PJ8R1187FB5AD70,Shakira,En Tus Pupilas,latin,Dale tiempo al rumor,Cantando,Lloré Lloré,Dale tiempo al rumor,Cantando,Lloré Lloré,Amor de Tele,Yo se que,El ectoplasta,Amor de Tele,Yo se que,El ectoplasta,Dale tiempo al rumor,Cantando,La ciudad nunca duerme,Dale tiempo al rumor,Cantando,Pretendo Hablarte,Quisiera,Desire,Te Propongo,Quisiera,Desire,Celos
